sec;-1;W
0;0
16800;9
16860;9
16920;9
16980;9
17040;9
17100;9
17160;9
17220;9
17280;9
17340;11
17400;17
17460;17
17520;17
17580;17
17640;17
17700;20
17760;23
17820;26
17880;26
17940;26
18000;33
18060;35
18120;35
18180;39
18240;42
18300;43
18360;43
18420;43
18480;43
18540;43
18600;47
18660;52
18720;52
18780;52
18840;57
18900;60
18960;60
19020;60
19080;62
19140;68
19200;69
19260;70
19320;78
19380;78
19440;76
19500;73
19560;73
19620;78
19680;78
19740;82
19800;86
19860;85
19920;87
19980;94
20040;95
20100;95
20160;95
20220;95
20280;95
20340;104
20400;108
20460;112
20520;118
20580;121
20640;121
20700;128
20760;130
20820;130
20880;130
20940;138
21000;138
21060;137
21120;137
21180;138
21240;138
21300;146
21360;157
21420;168
21480;173
21540;173
21600;171
21660;164
21720;164
21780;156
21840;156
21900;156
21960;152
22020;147
22080;147
22140;153
22200;156
22260;166
22320;173
22380;173
22440;173
22500;173
22560;171
22620;164
22680;162
22740;156
22800;156
22860;163
22920;165
22980;175
23040;184
23100;194
23160;205
23220;208
23280;216
23340;216
23400;223
23460;231
23520;241
23580;254
23640;269
23700;279
23760;288
23820;295
23880;300
23940;294
24000;285
24060;276
24120;269
24180;268
24240;259
24300;259
24360;251
24420;246
24480;242
24540;242
24600;244
24660;251
24720;261
24780;273
24840;288
24900;309
24960;328
25020;344
25080;354
25140;361
25200;362
25260;370
25320;390
25380;416
25440;445
25500;469
25560;495
25620;510
25680;527
25740;533
25800;536
25860;534
25920;536
25980;543
26040;561
26100;579
26160;601
26220;605
26280;604
26340;579
26400;513
26460;483
26520;429
26580;359
26640;350
26700;393
26760;404
26820;388
26880;407
26940;435
27000;432
27060;392
27120;361
27180;382
27240;336
27300;280
27360;270
27420;305
27480;361
27540;392
27600;437
27660;461
27720;479
27780;431
27840;487
27900;535
27960;493
28020;497
28080;528
28140;499
28200;480
28260;580
28320;707
28380;748
28440;750
28500;799
28560;767
28620;666
28680;683
28740;702
28800;702
28860;651
28920;639
28980;614
29040;582
29100;603
29160;677
29220;662
29280;639
29340;588
29400;614
29460;670
29520;796
29580;881
29640;939
29700;991
29760;1036
29820;1063
29880;1077
29940;1085
30000;1089
30060;1093
30120;1097
30180;1095
30240;1073
30300;1085
30360;1087
30420;1072
30480;1075
30540;1089
30600;1089
30660;1079
30720;1055
30780;1023
30840;1029
30900;1034
30960;1012
31020;963
31080;1004
31140;1015
31200;1014
31260;976
31320;866
31380;775
31440;758
31500;759
31560;909
31620;994
31680;1010
31740;964
31800;943
31860;857
31920;770
31980;799
32040;839
32100;956
32160;1073
32220;1120
32280;1132
32340;1090
32400;1000
32460;1085
32520;1257
32580;1253
32640;1215
32700;1243
32760;1428
32820;1480
32880;1432
32940;1176
33000;1207
33060;1357
33120;1347
33180;1134
33240;919
33300;899
33360;1041
33420;1258
33480;1638
33540;1918
33600;2046
33660;2064
33720;1998
33780;1931
33840;1999
33900;2104
33960;2170
34020;2174
34080;2224
34140;2295
34200;2306
34260;2331
34320;2295
34380;2381
34440;2414
34500;2240
34560;2169
34620;2262
34680;2281
34740;2415
34800;2674
34860;2966
34920;2831
34980;2729
35040;2780
35100;3036
35160;3496
35220;3565
35280;4082
35340;4843
35400;5159
35460;5402
35520;5105
35580;4763
35640;4812
35700;5035
35760;5298
35820;5449
35880;5393
35940;5238
36000;5115
36060;5399
36120;4720
36180;5502
36240;5023
36300;3530
36360;4059
36420;4171
36480;6489
36540;3855
36600;5207
36660;3466
36720;3234
36780;5821
36840;3388
36900;3130
36960;5260
37020;4701
37080;5619
37140;6471
37200;6823
37260;6733
37320;5760
37380;4027
37440;6108
37500;5915
37560;3542
37620;6332
37680;5338
37740;4078
37800;6633
37860;6446
37920;5969
37980;5598
38040;5206
38100;4910
38160;4701
38220;4724
38280;4770
38340;3975
38400;3602
38460;2787
38520;2581
38580;2621
38640;2656
38700;3178
38760;2926
38820;3488
38880;4416
38940;3107
39000;3408
39060;3888
39120;3119
39180;3315
39240;2998
39300;2771
39360;2856
39420;3541
39480;4168
39540;5073
39600;7150
39660;5522
39720;3728
39780;3043
39840;2986
39900;3318
39960;4780
40020;4599
40080;3704
40140;2819
40200;3025
40260;3313
40320;3415
40380;4871
40440;5183
40500;7400
40560;4728
40620;7281
40680;7545
40740;7933
40800;7932
40860;7729
40920;4049
40980;5518
41040;5654
41100;8334
41160;9375
41220;9678
41280;9636
41340;9124
41400;7691
41460;9399
41520;9247
41580;9773
41640;9311
41700;8983
41760;8996
41820;9025
41880;8905
41940;4100
42000;3389
42060;2956
42120;3770
42180;8859
42240;4329
42300;8122
42360;3217
42420;2112
42480;7131
42540;9136
42600;9272
42660;9599
42720;4356
42780;2864
42840;3003
42900;3358
42960;3607
43020;3882
43080;3905
43140;3801
43200;3507
43260;3246
43320;3214
43380;3194
43440;2994
43500;2976
43560;3231
43620;3291
43680;3006
43740;2732
43800;2471
43860;2333
43920;2263
43980;2119
44040;1997
44100;1948
44160;1948
44220;1799
44280;1738
44340;1703
44400;1727
44460;1861
44520;2109
44580;2370
44640;2514
44700;2559
44760;2512
44820;2447
44880;2438
44940;2509
45000;2570
45060;2650
45120;2822
45180;2997
45240;3228
45300;3922
45360;3875
45420;5400
45480;4512
45540;4012
45600;5237
45660;4169
45720;5531
45780;10600
45840;10523
45900;10515
45960;8810
46020;3592
46080;3615
46140;8779
46200;9187
46260;9683
46320;5865
46380;4091
46440;5546
46500;7283
46560;10772
46620;5840
46680;4733
46740;5020
46800;3888
46860;2956
46920;2601
46980;2357
47040;2084
47100;1793
47160;1617
47220;1591
47280;1673
47340;1857
47400;2096
47460;2403
47520;2624
47580;2964
47640;3229
47700;3193
47760;3521
47820;3311
47880;2971
47940;2760
48000;2683
48060;2869
48120;4441
48180;4148
48240;4111
48300;4884
48360;4182
48420;3890
48480;3545
48540;3345
48600;3352
48660;3521
48720;3723
48780;4134
48840;7273
48900;9124
48960;10885
49020;10601
49080;7275
49140;4306
49200;3500
49260;3303
49320;4012
49380;3287
49440;3285
49500;3587
49560;4172
49620;4917
49680;7003
49740;9925
49800;10182
49860;9588
49920;9229
49980;9116
50040;9081
50100;8716
50160;7081
50220;2165
50280;2330
50340;6538
50400;7027
50460;7845
50520;3702
50580;3732
50640;2799
50700;2606
50760;2479
50820;2447
50880;2457
50940;2422
51000;2373
51060;2304
51120;2236
51180;2222
51240;2280
51300;2427
51360;2769
51420;3415
51480;3926
51540;7914
51600;6505
51660;5527
51720;5153
51780;4298
51840;6873
51900;7991
51960;4935
52020;3581
52080;3219
52140;6699
52200;8173
52260;7714
52320;6304
52380;6509
52440;3254
52500;3180
52560;4480
52620;3879
52680;4652
52740;5851
52800;8710
52860;5859
52920;7165
52980;7560
53040;5548
53100;5273
53160;4608
53220;3675
53280;5870
53340;6626
53400;5929
53460;6064
53520;5782
53580;3391
53640;4663
53700;8834
53760;8242
53820;8173
53880;8436
53940;8106
54000;7773
54060;7593
54120;7443
54180;7332
54240;7256
54300;7166
54360;7229
54420;7269
54480;7274
54540;7162
54600;7047
54660;6968
54720;6893
54780;6814
54840;6777
54900;6772
54960;6761
55020;6742
55080;6715
55140;6729
55200;6721
55260;6699
55320;6721
55380;6751
55440;6856
55500;6971
55560;6113
55620;2663
55680;4800
55740;4153
55800;2335
55860;2108
55920;2215
55980;3001
56040;4344
56100;7806
56160;5960
56220;5254
56280;6934
56340;6666
56400;6473
56460;6357
56520;6274
56580;6239
56640;6230
56700;6211
56760;6135
56820;6104
56880;6029
56940;5971
57000;4633
57060;5556
57120;5111
57180;5589
57240;5402
57300;6083
57360;6070
57420;6038
57480;6003
57540;5939
57600;5856
57660;5764
57720;5682
57780;5649
57840;5626
57900;5632
57960;5653
58020;5651
58080;3638
58140;1226
58200;1161
58260;1155
58320;1166
58380;1230
58440;1289
58500;1449
58560;1492
58620;1530
58680;4401
58740;3430
58800;1922
58860;1850
58920;1819
58980;1755
59040;1707
59100;1713
59160;1769
59220;1852
59280;1989
59340;1848
59400;2947
59460;3045
59520;2090
59580;3926
59640;2059
59700;1874
59760;2718
59820;1606
59880;1490
59940;2189
60000;1402
60060;1254
60120;1154
60180;1063
60240;1059
60300;1141
60360;1255
60420;1421
60480;1558
60540;1614
60600;1594
60660;1531
60720;1501
60780;1491
60840;1502
60900;2749
60960;1624
61020;4408
61080;4329
61140;4787
61200;4796
61260;4712
61320;4618
61380;4572
61440;4448
61500;4112
61560;3772
61620;3850
61680;3753
61740;3615
61800;3391
61860;3215
61920;3405
61980;3172
62040;3240
62100;3264
62160;3146
62220;3110
62280;3043
62340;3239
62400;3167
62460;3145
62520;3229
62580;3224
62640;2948
62700;1685
62760;1509
62820;1420
62880;2399
62940;1316
63000;2272
63060;1701
63120;1191
63180;1462
63240;1153
63300;1070
63360;1012
63420;1068
63480;1079
63540;1085
63600;1071
63660;1071
63720;1076
63780;1093
63840;1146
63900;1227
63960;1249
64020;1283
64080;1355
64140;1429
64200;1502
64260;1578
64320;1588
64380;1576
64440;1629
64500;1881
64560;2315
64620;2939
64680;2872
64740;2750
64800;2657
64860;2434
64920;2189
64980;1764
65040;2039
65100;1188
65160;1019
65220;1192
65280;1243
65340;1126
65400;1020
65460;1002
65520;1070
65580;1170
65640;1267
65700;1779
65760;1356
65820;1252
65880;1211
65940;1248
66000;990
66060;886
66120;817
66180;873
66240;864
66300;602
66360;579
66420;588
66480;616
66540;657
66600;681
66660;679
66720;656
66780;627
66840;598
66900;579
66960;572
67020;579
67080;579
67140;583
67200;588
67260;588
67320;602
67380;627
67440;668
67500;795
67560;834
67620;787
67680;726
67740;677
67800;566
67860;539
67920;522
67980;499
68040;486
68100;437
68160;408
68220;392
68280;381
68340;391
68400;403
68460;446
68520;462
68580;462
68640;441
68700;446
68760;469
68820;496
68880;522
68940;535
69000;536
69060;534
69120;523
69180;518
69240;520
69300;537
69360;567
69420;589
69480;578
69540;548
69600;515
69660;480
69720;431
69780;377
69840;337
69900;314
69960;298
70020;282
70080;270
70140;268
70200;271
70260;281
70320;301
70380;311
70440;311
70500;311
70560;305
70620;294
70680;284
70740;272
70800;261
70860;251
70920;237
70980;223
71040;211
71100;200
71160;190
71220;184
71280;179
71340;170
71400;156
71460;140
71520;129
71580;121
71640;115
71700;112
71760;104
71820;99
71880;95
71940;87
72000;81
72060;76
72120;69
72180;62
72240;58
72300;52
72360;47
72420;43
72480;40
72540;35
72600;32
72660;26
72720;26
72780;19
72840;17
72900;17
72960;9
73020;9
73080;8
73140;1
73200;0
